Code postal;Numéro;Implantation;Date de mise en service
75018;54506;Avenue de Saint-Ouen, rue de la Jonquière;31/08/12
75018;55134;Rue Raymond Queneau, place Pierre Marc Orlan;08/06/12
75018;58108;Avenue Saint-Ouen, rue Lamark, rue Etex;22/06/12
75018;60904;Avenue de la Porte Montmartre, rue Gérard de Nerval;21/12/12
75018;62366;Boulevard Ney, place de la Porte de Clignancourt;21/09/12
75018;62384;Place du Tertre, place Jean Marais;16/11/12
75018;64494;Rue du Poteau, boulevard Ney;27/04/12
75018;67972;Rue Myrha, rue Affre;18/01/13
75018;69210;Rue de Clignancourt, rue Christiani;07/12/12
75018;70209;Rue Chapelle, impasse du Curé;08/06/12
75018;73270;Boulevard de Rochechouart, rue de Clignancourt;03/02/12
75018;74617;Rue Polonceau, rue des Poissonniers;07/12/12
75018;76006;Rue de la Chapelle, rue du Pré;21/09/12
75018;76356;Avenue de la Porte des Poissonniers, rue du Professeur Gosset;21/09/12
75018;76428;Avenue de la Porte de Clignancourt, sortie Périph intérieur;21/09/12
75018;78121;Boulevard de la Chapelle, rue d'Aubervilliers;27/07/12
75018;79855;Rue Riquet, rue d'Aubervilliers;29/06/12
75018;79891;Rue de l'Evangile, rue d'Aubervilliers;11/01/13
75019;19099;Boulevard Macdonald, esplanade Nord gare Rosa Parks;30/05/17
75019;19100;Gare Rosa Parks — rue Gaston Tessier, rue Henri Verneuil;06/09/16
75019;19101;Rampe Ouest vers boulevard Macdonald, rue Cesaria Evora;30/05/17
75019;19103;Boulevard Macdonald, quai de la Gironde;17/08/16
75019;22853;Rue Curial, rue Colette Magny;26/10/12
75019;22881;Boulevard Macdonald, quai de la Gironde;22/02/13
75019;25240;Rue Compans, place des Fêtes;17/02/12
75019;25856;Rue de Crimée, avenue de Flandre;21/09/12
75019;26293;Rue d'Alsace-Lorraine, rue Gaston Pinot;30/03/12
75019;27454;19, avenue de Flandre;17/02/12
75019;28130;Quai de la Marne, rue de Crimée;23/11/12
75019;32897;195, avenue Jean Jaurès;11/05/12
75019;33367;Avenue Secrétan, boulevard de la Villette;07/09/12
75019;34140;Avenue de Flandre, rue de l'Argonne;14/09/12
75019;34611;Boulevard Sérurier, rue de Périgueux;21/09/12
75019;34892;Place du Général Cochet, boulevard Sérurier;27/07/12
75019;36303;Rue Petit, passage du Sud;21/12/11
75019;36787;6, quai de Seine, côté bassin de la Villette;01/02/13
75019;39892;Boulevard Sérurier, rue des Bois;28/12/12
75019;40743;Avenue Simon Bolivar, rue de l'Atlas;31/08/12
75019;40979;Rue Belleville, rue Lassus;19/10/12
75019;42264;15-17, avenue Simon Bolivar;25/05/12
75019;43350;Place Armand Carrel, rue Manin;08/06/12
75019;44802;Rue de Cambrai, rue Benjamin Constant;31/08/12
75019;49339;Rue Botzaris, avenue Simon Bolivar;06/07/12
75019;50640;Rue des Bois, rue des Lilas;17/02/12
75019;51650;Boulevard Sérurier, rue David d'Angers;31/08/12
75019;52246;Rue Rebeval, rue Jules Romains;17/02/12
75019;52383;Place des Fêtes;17/02/12
75019;53004;Rue du Plateau, rue des Alouettes;17/02/12
75019;54117;Place Rhin et Danube, rue David d'Angers, rue Miguel Hidalgo;24/02/12
75019;55255;Avenue de la Porte Chaumont, boulevard d'Indochine;01/02/13
75019;56891;Avenue Jean Jaurès, sente des Dorées;11/05/12
75019;59248;Rue Pierre Reverdy devant le parc coté pair;15/06/12
75019;62302;Rue Petit, rue Georges Auric;20/01/12
75019;63449;Rue de l'Ourcq, rue Curial;02/11/12
75019;64319;Avenue Jean Jaurès, avenue de Laumière;08/06/12
75019;64554;Rue de Meaux, avenue Secretan;23/03/12
75019;65172;Boulevard Macdonald, canal de l'Ourcq;01/11/13
75019;66700;Passerelle piétons quai de la Loire vers quai de Seine;15/02/13
75019;67376;Avenue Jean Jaurès, rue Armand Carrel;27/04/12
75019;67387;Rue de Belleville, avenue Simon Bolivar;18/05/12
75019;68495;Avenue Mathurin Moreau, avenue Simon Bolivar;23/03/12
75019;75203;Rue Adolphe Mille, avenue Jean Jaurès;11/05/12
75019;75378;Rue Compans, rue Henri Ribière;17/02/12
75019;79414;Place de la Bataille de Stalingrad;27/04/12
75019;80712;Place de la Porte de Pantin;21/12/12
75019;83973;5, rue de Cambrai;07/09/12
75019;84218;Place de Skanderberg (Porte d'Aubervilliers);11/01/13
75019;91563;Place Auguste Baron, avenue de la Porte de la Villette;07/12/12
75019;93130;Boulevard Macdonald, avenue de la Porte de la Villette;28/12/12
75019;93586;Place du Maroc, rue du Maroc;12/10/12
75020;65583;Avenue Gambetta, rue Saint-Fargeau, rue Haxo;24/08/12
75020;66387;Porte de Bagnolet;09/11/12
75020;67483;Rue Reynaldo Hahn, rue Paganini;09/11/12
75020;69827;Rue des Pyrénées, rue de Jourdain;05/10/12
75020;71190;34, boulevard de Belleville;08/06/12
75020;71342;Rue Ramponeau, rue de Tourtille;27/04/12
75020;76059;Rue de Ménilmontant, rue Hélène Jakubowicz;29/06/12
75020;79980;Rue Olivier Métra, rue Fréderick Lemaître;05/10/12
75020;82057;Cours de Vincennes, boulevard de Charonne;16/11/12
75020;82954;Place de la Réunion;19/10/12
75020;85636;Place du Maquis du Vercors (avenue de la Porte des Lilas);19/10/12
75020;88798;Rue d'Avron, rue Tolain;29/03/13
75020;89745;Rue Bisson, rue de Pali-Kao;09/03/12
75020;90687;5, rue Henri Duvernois (Nord);26/10/12
75020;93792;Rue Julien Lacroix, rue des Couronnes;20/04/12
75020;98765;Boulevard Davout, rue Paganini;07/12/12
